,Origin_name,Origin_code,Gender_Code,Destination_name,Destination_code,1970
683,Afghanistan,AFG,TOT,Vanuatu,VUT,3
684,Afghanistan,AFG,TOT,"Venezuela, RB",VEN,0
685,Afghanistan,AFG,TOT,Vietnam,VNM,0
686,Afghanistan,AFG,TOT,Virgin Islands (U.S.),VIR,0
687,Afghanistan,AFG,TOT,"Virgin Islands, British",VGB,0
688,Afghanistan,AFG,TOT,Wallis and Futuna,WLF,0
689,Afghanistan,AFG,TOT,West Bank and Gaza,PSE,46
690,Afghanistan,AFG,TOT,"Yemen, Rep.",YEM,1588
691,Afghanistan,AFG,TOT,Zambia,ZMB,0
692,Afghanistan,AFG,TOT,Zimbabwe,ZWE,1
1155,Albania,ALB,TOT,Afghanistan,AFG,0
1156,Albania,ALB,TOT,Albania,ALB,0
1157,Albania,ALB,TOT,Algeria,DZA,6
1158,Albania,ALB,TOT,American Samoa,ASM,0
1159,Albania,ALB,TOT,Andorra,AND,3
1160,Albania,ALB,TOT,Angola,AGO,2
1161,Albania,ALB,TOT,Anguilla,AIA,0
1162,Albania,ALB,TOT,Antigua and Barbuda,ATG,0
1163,Albania,ALB,TOT,Argentina,ARG,23
1164,Albania,ALB,TOT,Armenia,ARM,0
1165,Albania,ALB,TOT,Aruba,ABW,0
1166,Albania,ALB,TOT,Australia,AUS,1525
1167,Albania,ALB,TOT,Austria,AUT,2303
1168,Albania,ALB,TOT,Azerbaijan,AZE,0
1169,Albania,ALB,TOT,"Bahamas, The",BHS,0
1170,Albania,ALB,TOT,Bahrain,BHR,1
1171,Albania,ALB,TOT,Bangladesh,BGD,2
1172,Albania,ALB,TOT,Barbados,BRB,0
1173,Albania,ALB,TOT,Belarus,BLR,0
1174,Albania,ALB,TOT,Belgium,BEL,804
1175,Albania,ALB,TOT,Belize,BLZ,0
1176,Albania,ALB,TOT,Benin,BEN,4
1177,Albania,ALB,TOT,Bermuda,BMU,3
1178,Albania,ALB,TOT,Bhutan,BTN,0
1179,Albania,ALB,TOT,Bolivia,BOL,6
1180,Albania,ALB,TOT,Bosnia and Herzegovina,BIH,109
1181,Albania,ALB,TOT,Botswana,BWA,0
1182,Albania,ALB,TOT,Brazil,BRA,0
1183,Albania,ALB,TOT,Brunei Darussalam,BRN,0
1184,Albania,ALB,TOT,Bulgaria,BGR,90
1185,Albania,ALB,TOT,Burkina Faso,BFA,0
1186,Albania,ALB,TOT,Burundi,BDI,2
1187,Albania,ALB,TOT,Cambodia,KHM,5
1188,Albania,ALB,TOT,Cameroon,CMR,8
1189,Albania,ALB,TOT,Canada,CAN,1733
1190,Albania,ALB,TOT,Cape Verde,CPV,9
1191,Albania,ALB,TOT,Cayman Islands,CYM,0
1192,Albania,ALB,TOT,Central African Republic,CAF,7
1193,Albania,ALB,TOT,Chad,TCD,0
1194,Albania,ALB,TOT,Channel Islands,CHI,..
1195,Albania,ALB,TOT,Chile,CHL,74
1196,Albania,ALB,TOT,China,CHN,1
1197,Albania,ALB,TOT,Colombia,COL,0
1198,Albania,ALB,TOT,Comoros,COM,0
1199,Albania,ALB,TOT,"Congo, Dem. Rep.",COD,685
1200,Albania,ALB,TOT,"Congo, Rep.",COG,18
1201,Albania,ALB,TOT,Cook Islands,COK,0
1202,Albania,ALB,TOT,Costa Rica,CRI,5
1203,Albania,ALB,TOT,Cote d'Ivoire,CIV,44
1204,Albania,ALB,TOT,Croatia,HRV,1062
1205,Albania,ALB,TOT,Cuba,CUB,5
1206,Albania,ALB,TOT,Cyprus,CYP,1
1207,Albania,ALB,TOT,Czech Republic,CZE,12
1208,Albania,ALB,TOT,Denmark,DNK,57
1209,Albania,ALB,TOT,Djibouti,DJI,0
1210,Albania,ALB,TOT,Dominica,DMA,0
1211,Albania,ALB,TOT,Dominican Republic,DOM,8
1212,Albania,ALB,TOT,Ecuador,ECU,0
1213,Albania,ALB,TOT,"Egypt, Arab Rep.",EGY,78
1214,Albania,ALB,TOT,El Salvador,SLV,0
1215,Albania,ALB,TOT,Equatorial Guinea,GNQ,0
1216,Albania,ALB,TOT,Eritrea,ERI,0
1217,Albania,ALB,TOT,Estonia,EST,0
1218,Albania,ALB,TOT,Ethiopia,ETH,12
1219,Albania,ALB,TOT,Faeroe Islands,FRO,0
1220,Albania,ALB,TOT,Falkland Islands (Malvinas),FLK,0
1221,Albania,ALB,TOT,Fiji,FJI,2
1222,Albania,ALB,TOT,Finland,FIN,40
1223,Albania,ALB,TOT,France,FRA,6911
1224,Albania,ALB,TOT,French Guiana,GUF,0
1225,Albania,ALB,TOT,French Polynesia,PYF,0
1226,Albania,ALB,TOT,Gabon,GAB,4
1227,Albania,ALB,TOT,"Gambia, The",GMB,0
