,Origin_name,Origin_code,Gender_Code,Destination_name,Destination_code,2000
836,Albania,ALB,FEM,Naura,NRU,0
837,Albania,ALB,FEM,Nepal,NPL,2
838,Albania,ALB,FEM,Netherlands,NLD,216
839,Albania,ALB,FEM,Netherlands Antilles,ANT,0
840,Albania,ALB,FEM,New Caledonia,NCL,0
841,Albania,ALB,FEM,New Zealand,NZL,27
842,Albania,ALB,FEM,Nicaragua,NIC,10
843,Albania,ALB,FEM,Niger,NER,4
844,Albania,ALB,FEM,Nigeria,NGA,30
845,Albania,ALB,FEM,Niue,NIU,0
846,Albania,ALB,FEM,Norfolk Island,NFK,0
847,Albania,ALB,FEM,Northern Mariana Islands,MNP,0
848,Albania,ALB,FEM,Norway,NOR,69
849,Albania,ALB,FEM,Oman,OMN,3
850,Albania,ALB,FEM,Pakistan,PAK,3
851,Albania,ALB,FEM,Palau,PLW,0
852,Albania,ALB,FEM,Panama,PAN,5
853,Albania,ALB,FEM,Papua New Guinea,PNG,0
854,Albania,ALB,FEM,Paraguay,PRY,0
855,Albania,ALB,FEM,Peru,PER,7
856,Albania,ALB,FEM,Philippines,PHL,310
857,Albania,ALB,FEM,Poland,POL,29
858,Albania,ALB,FEM,Portugal,PRT,0
859,Albania,ALB,FEM,Puerto Rico,PRI,5
860,Albania,ALB,FEM,Qatar,QAT,42
861,Albania,ALB,FEM,Reunion,REU,1
862,Albania,ALB,FEM,Romania,ROU,363
863,Albania,ALB,FEM,Russian Federation,RUS,227
864,Albania,ALB,FEM,Rwanda,RWA,48
865,Albania,ALB,FEM,Saint Helena,SHN,0
866,Albania,ALB,FEM,Saint Pierre and Miquelon,SPM,0
867,Albania,ALB,FEM,Samoa,WSM,0
868,Albania,ALB,FEM,San Marino,SMR,0
869,Albania,ALB,FEM,Sao Tome and Principe,STP,0
870,Albania,ALB,FEM,Saudi Arabia,SAU,22
871,Albania,ALB,FEM,Senegal,SEN,3
872,Albania,ALB,FEM,Serbia,SRB,..
873,Albania,ALB,FEM,Serbia and Montenegro,SCG,2294
874,Albania,ALB,FEM,Seychelles,SYC,0
875,Albania,ALB,FEM,Sierra Leone,SLE,0
876,Albania,ALB,FEM,Singapore,SGP,3
877,Albania,ALB,FEM,Slovak Republic,SVK,5
878,Albania,ALB,FEM,Slovenia,SVN,1
879,Albania,ALB,FEM,Solomon Islands,SLB,0
880,Albania,ALB,FEM,Somalia,SOM,0
881,Albania,ALB,FEM,South Africa,ZAF,40
882,Albania,ALB,FEM,Spain,ESP,165
883,Albania,ALB,FEM,Sri Lanka,LKA,0
884,Albania,ALB,FEM,St. Kitts and Nevis,KNA,0
885,Albania,ALB,FEM,St. Lucia,LCA,0
886,Albania,ALB,FEM,St. Vincent and the Grenadines,VCT,0
887,Albania,ALB,FEM,Sudan,SDN,3
888,Albania,ALB,FEM,Suriname,SUR,0
889,Albania,ALB,FEM,Swaziland,SWZ,0
890,Albania,ALB,FEM,Sweden,SWE,170
891,Albania,ALB,FEM,Switzerland,CHE,753
892,Albania,ALB,FEM,Syrian Arab Republic,SYR,11
893,Albania,ALB,FEM,"Taiwan, China",TWN,0
894,Albania,ALB,FEM,Tajikistan,TJK,0
895,Albania,ALB,FEM,Tanzania,TZA,3
896,Albania,ALB,FEM,Thailand,THA,559
897,Albania,ALB,FEM,Timor-Leste,TLS,0
898,Albania,ALB,FEM,Togo,TGO,22
899,Albania,ALB,FEM,Tokelau,TKL,0
900,Albania,ALB,FEM,Tonga,TON,0
901,Albania,ALB,FEM,Trinidad and Tobago,TTO,0
902,Albania,ALB,FEM,Tunisia,TUN,2
903,Albania,ALB,FEM,Turkey,TUR,1640
904,Albania,ALB,FEM,Turkmenistan,TKM,0
905,Albania,ALB,FEM,Turks and Caicos Islands,TCA,0
906,Albania,ALB,FEM,Tuvalu,TUV,0
907,Albania,ALB,FEM,Uganda,UGA,2
908,Albania,ALB,FEM,Ukraine,UKR,110
909,Albania,ALB,FEM,United Arab Emirates,ARE,23
910,Albania,ALB,FEM,United Kingdom,GBR,0
911,Albania,ALB,FEM,United States,USA,18219
912,Albania,ALB,FEM,Uruguay,URY,0
913,Albania,ALB,FEM,Uzbekistan,UZB,0
914,Albania,ALB,FEM,Vanuatu,VUT,0
915,Albania,ALB,FEM,"Venezuela, RB",VEN,8
916,Albania,ALB,FEM,Vietnam,VNM,7
917,Albania,ALB,FEM,Virgin Islands (U.S.),VIR,0
918,Albania,ALB,FEM,"Virgin Islands, British",VGB,0
919,Albania,ALB,FEM,Wallis and Futuna,WLF,0
920,Albania,ALB,FEM,West Bank and Gaza,PSE,25
921,Albania,ALB,FEM,"Yemen, Rep.",YEM,10
922,Albania,ALB,FEM,Zambia,ZMB,0
923,Albania,ALB,FEM,Zimbabwe,ZWE,3
1386,Algeria,DZA,FEM,Afghanistan,AFG,35
1387,Algeria,DZA,FEM,Albania,ALB,0
1388,Algeria,DZA,FEM,Algeria,DZA,0
1389,Algeria,DZA,FEM,American Samoa,ASM,0
1390,Algeria,DZA,FEM,Andorra,AND,102
1391,Algeria,DZA,FEM,Angola,AGO,1
1392,Algeria,DZA,FEM,Anguilla,AIA,0
1393,Algeria,DZA,FEM,Antigua and Barbuda,ATG,3
1394,Algeria,DZA,FEM,Argentina,ARG,0
1395,Algeria,DZA,FEM,Armenia,ARM,0
1396,Algeria,DZA,FEM,Aruba,ABW,0
1397,Algeria,DZA,FEM,Australia,AUS,364
1398,Algeria,DZA,FEM,Austria,AUT,173
1399,Algeria,DZA,FEM,Azerbaijan,AZE,0
1400,Algeria,DZA,FEM,"Bahamas, The",BHS,2
1401,Algeria,DZA,FEM,Bahrain,BHR,7
1402,Algeria,DZA,FEM,Bangladesh,BGD,18
1403,Algeria,DZA,FEM,Barbados,BRB,4
1404,Algeria,DZA,FEM,Belarus,BLR,0
1405,Algeria,DZA,FEM,Belgium,BEL,3626
1406,Algeria,DZA,FEM,Belize,BLZ,2
1407,Algeria,DZA,FEM,Benin,BEN,81
1408,Algeria,DZA,FEM,Bermuda,BMU,2
1409,Algeria,DZA,FEM,Bhutan,BTN,0
1410,Algeria,DZA,FEM,Bolivia,BOL,2
1411,Algeria,DZA,FEM,Bosnia and Herzegovina,BIH,86
1412,Algeria,DZA,FEM,Botswana,BWA,30
1413,Algeria,DZA,FEM,Brazil,BRA,121
1414,Algeria,DZA,FEM,Brunei Darussalam,BRN,0
1415,Algeria,DZA,FEM,Bulgaria,BGR,41
1416,Algeria,DZA,FEM,Burkina Faso,BFA,6
1417,Algeria,DZA,FEM,Burundi,BDI,0
